market,link,price,name,date,datetime,stock
magi,/items/1690814420,2000,ルカリオVSTAR ,2022-12-17,2022-12-17 11:21:03,1
magi,/items/805446844,2222,ルカリオVSTAR ,2022-12-17,2022-12-17 11:21:03,1
magi,/items/1280853213,2980,ルカリオVSTAR ,2022-12-17,2022-12-17 11:21:03,1
magi,/items/914728724,1690,ルカリオVSTAR ,2022-12-17,2022-12-17 11:21:03,1
magi,/items/2041417966,1750,ルカリオVSTAR ,2022-12-17,2022-12-17 11:21:03,1
magi,/items/1205033297,1900,ルカリオVSTAR ,2022-12-17,2022-12-17 11:21:03,1
magi,/items/217731135,1700,ルカリオVSTAR ,2022-12-17,2022-12-17 11:21:03,1
magi,/items/500124505,1800,ルカリオVSTAR ,2022-12-17,2022-12-17 11:21:03,1
magi,/items/1312022925,2300,プレゼント付き×5 ,2022-12-17,2022-12-17 11:21:03,1
magi,/items/1963530520,2550,ルカリオVSTAR ,2022-12-17,2022-12-17 11:21:03,1
magi,/items/1737637320,2500,・ルカリオVSTAR,2022-12-17,2022-12-17 11:21:03,1
magi,/items/593832615,2500,ルカリオVSTAR ,2022-12-17,2022-12-17 11:21:03,1
magi,/items/1501375852,2600,ルカリオVSTAR ,2022-12-17,2022-12-17 11:21:03,1
